image_id,X,Y,Width,Height,English Text,Hindi Text,P_TYPE
2385675,56,109,168.0,162,girl holding pink phone,गुलाबी फोन पकड़े लड़की,train
2385676,1,12,331.0,487,a bunch of fruit in a bowl,एक कटोरे में फल का एक गुच्छा,train
2385686,166,88,155.0,219,woman pinning up a poster on the wall,दीवार पर पोस्टर चिपकाती महिला,train
2385693,25,22,414.0,285,a commuter train on the tracks,पटरियों पर एक कम्यूटर ट्रेन,train
2385697,111,203,115.0,107,Back spare tire compartment.,पिछला स्पेयर टायर डिब्बे।,train
2385700,283,232,32.0,21,Red sauce on the pizza,पिज़्ज़ा पर लाल पवन,train
2385701,79,59,154.0,53,a pair of eyeglasses,चश्मा की एक जोड़ी,train
2385703,202,119,188.0,165,maroon and white train car,मैरून और व्हाइट ट्रेन कार,train
2385707,55,23,349.0,210,a truck riding down the street,सड़क के नीचे एक ट्रक,train
2385708,383,144,23.0,50,part of a stand,एक स्टैंड का हिस्सा,train
2385711,27,8,99.0,167,Black speaker near black mug,ब्लैक मग के पास ब्लैक स्पीकर,train
2385714,268,181,192.0,192,a red and white t shirt with a face on it,उस पर एक चेहरे के साथ एक लाल और सफेद टी शर्ट,train
2385718,20,4,43.0,52,this is the sky,यह आकाश है,train
2385723,227,408,25.0,27,part of a grass,घास का हिस्सा,train
2385726,134,383,144.0,114,white cubby for holding toys,खिलौने पकड़ने के लिए सफेद घन,train
2385727,13,95,115.0,197,A white apron.,एक सफेद एप्रन।,train
2385734,160,163,89.0,211,bun length hot dog,गोखरू गर्म कुत्ता,train
2385735,156,188,88.0,76,red apple with the letter M created in whipped cream,व्हीप्ड क्रीम में निर्मित एम के साथ लाल सेब,train
2385737,289,198,89.0,109,Dog wearing red collar,लाल कॉलर वाला कुत्ता,train
2385741,192,128,54.0,310,woman wearing a blue and red scarf,महिला एक नीले और लाल दुपट्टा पहने हुए,train
2385748,181,90,17.0,18,part of a grass,एक घास का हिस्सा,train
2385750,90,79,85.0,50,metal wires in the sky,आकाश में धातु के तार,train
2385759,303,1,60.0,68,a round and white light fixture in ceiling,एक चारों और सफेद प्रकाश आकार की छत में,train
2385765,1,239,225.0,256,a brown outdoor stair case,एक भूरे रंग के आउटडोर सीढ़ी मामला,train
2385768,96,110,172.0,243,wooden double doors,लकड़ी के दोहरे दरवाजे,train
2385769,167,15,224.0,271,Two giraffes standing together,दो जिराफ एक साथ खड़े,train
2385774,88,39,325.0,292,the boy throwing the frisbee,लड़का फ्रिस्बी फेंक रहा है,train
2385775,180,46,37.0,39,the branches of a tree,एक पेड़ की शाखाएं,train
2385781,115,155,70.0,134,Roses lying next to woman,स्त्री के बगल में गुलाब के फूल पड़ा हुआ है,train
2385782,247,20,92.0,72,a off white wall.,एक सफेद दीवार,train
2385787,47,160,219.0,137,a red umbrella,एक लाल छाता,train
2385789,296,146,170.0,80,Fresh pears with orange tags,नारंगी टैग के साथ ताजा नाशपाती,train
2385791,69,359,60.0,85,silver pizza pan on table,मेज पर चांदी पिज़्ज़ा पैन,train
2385792,92,83,282.0,216,brown bear in the city,शहर में भूरे भालू,train
2385800,249,103,94.0,170,toddler sitting on a bed,एक पलंग पर बैठा बच्चा,train
2385801,102,155,127.0,264,A woman standing near the bench,बेंच के पास खड़ी एक महिला,train
2385803,172,163,192.0,111,Two cows eating the grass,दो गायें घास खा रही हैं,train
2385805,7,3,490.0,324,A image shows domestic setting,एक छवि घरेलू सेटिंग दिखाती है,train
2385809,5,82,482.0,175,a jet in the air,हवा में एक जेट,train
2385815,231,175,95.0,55,blue vehicle parked by building,नीले रंग की गाड़ी खड़ी करके,train
2385823,3,1,496.0,330,two police officers riding motorcycles,मोटरसाइकिल पर सवार दो पुलिस अधिकारी,train
2385827,83,149,195.0,150,half of donut is covered in chocolate,डोनट का आधा हिस्सा चॉकलेट में कवर किया गया है,train
2385831,71,80,217.0,222,a tennis player hitting a ball,एक टेनिस खिलाड़ी एक गेंद को मारते हुए,train
2385835,140,356,23.0,58,Fire extinguisher next to fridge,आग जिसके बाद आग निकलेगा,train
2385836,294,167,153.0,18,Wooden book shelf,लकड़ी की किताबो की शेल्फ,train
2385838,6,58,435.0,308,a large white bus,एक बड़ी सफेद बस,train
2385840,187,122,36.0,32,a clock,एक घड़ी,train
2385841,290,30,50.0,41,people in a row boat,एक नाव में लोग,train
2385850,332,283,123.0,81,a box of flowers,फूलों का एक डिब्बा,train
2385851,70,104,195.0,244,two men carrying suitcases,सूटकेस लेकर जा रहे दो लोग,train
2385854,359,115,28.0,29,person in a red and white hat,लाल और सफेद टोपी में व्यक्ति,train
2385859,282,174,88.0,198,cup of ice water,बर्फ पानी का कप,train
2385860,263,19,39.0,52,Red and tan stripes,लाल और तन धारियाँ,train
2385861,96,58,169.0,265,a toilet in a shed,एक शेड में सौचालय,train
2385863,73,290,136.0,60,this is a bench,यह एक बेंच है,train
2385866,320,286,85.0,32,small black power cord,छोटी काली शक्ति,train
2385877,246,45,244.0,139,a stainless steel bowl containing chips,चिप्स सहित एक स्टेनलेस स्टील का कटोरा,train
2385879,63,66,168.0,137,screen of a TV is on,टीवी के स्क्रीन चालु है,train
2385883,151,143,16.0,52,red and white neck tie,लाल और सफेद गर्दन टाई,train
2385886,157,87,123.0,120,Three printers on a table,एक टेबल पर तीन प्रिंटर,train
2385892,0,0,333.0,258,The sky is blue.,आकाश नीला है,train
2385896,103,7,392.0,327,orchid in white ceramic vase,सफेद सिरेमिक फूलदान में आर्किड,train
2385904,139,25,222.0,290,the teddy bear on a pole,एक ध्रुव पर टेडी भालू,train
2385908,300,5,172.0,145,Box is black color.,बक्सा काला रंग का है |,train
2385910,176,120,6.0,7,The beak of the duck on the left.,बायीं ओर बत्तख की चोंच।,train
2385912,241,300,18.0,12,a cell phone sticking out of a pocket on a pair of jeans,जींस की एक जोड़ी पर जेब से चिपके हुए एक सेल फोन,train
2385914,71,59,85.0,125,lady wearing short sleeve orange T shirt,महिला लघु आस्तीन नारंगी टी शर्ट पहने हुए,train
2385917,148,11,252.0,320,tennis player with a white shirt,एक सफेद शर्ट के साथ टेनिस खिलाड़ी,train
2385918,39,186,31.0,26,small front tire on back airplane,पीछे हवाई अड्डे पर छोटे सामने,train
2385922,64,35,433.0,287,there is a group of sheep searching the grond for pieces of hay to snack on,वहाँ भेड़ों का एक समूह है जो घास के टुकड़ों को स्नैक पर खोजता है,train
2385927,98,200,147.0,98,a worn toilet seat,एक खराब शौचालय सीट,train
2385930,55,127,352.0,112,people sking down a slop,लोग एक ढलान को छोड़ देते हैं,train
2385933,335,103,36.0,28,The red hat the kid is wearing.,लाल टोपी बच्चा पहने हुए है।,train
2385936,234,120,20.0,22,The tail of the plane.,हवाई जहाज की पूंछ,train
2385937,96,160,58.0,125,spotted giraffe in wild,जंगली में जिराफ देखा,train
2385940,212,234,235.0,132,The person hand is on the laptop.,व्यक्ति हाथ लैपटॉप पर है,train
2385942,111,335,147.0,135,a strip tie,एक पट्टी बांध,train
2385948,227,145,15.0,18,The helmet on the snowboarder's head.,स्नोबोर्डर के सिर पर हेलमेट।,train
2385949,22,5,425.0,368,Kitchen in a house.,एक घर में रसोई।,train
2385950,220,105,84.0,80,man surfing in green ocean,आदमी हरे सागर में सर्फिंग,train
2385952,87,45,349.0,379,boy jumping into the air,लड़का हवा में उछलता है,train
2385963,138,1,134.0,106,man has dark hair,मनुष्य के काला बाल होते हैं,train
2385969,127,105,337.0,83,a long red train,एक लंबी लाल ट्रेन,train
2385970,57,10,186.0,444,street signs on a pole,एक पोल पर सड़क के संकेत,train
2385971,301,148,141.0,134,underside of plane engine,विमान इंजन के नीचे,train
2385984,183,110,214.0,275,an empty jar on a table,एक मेज पर एक खाली जार,train
2385987,32,80,388.0,170,a white boat on water,पानी पर एक सफेद नाव,train
2385992,98,174,66.0,62,A small laptop computer,एक छोटा लैपटॉप कंप्यूटर,train
2385994,232,62,133.0,68,A hospital bed with a lady in it,इसमें एक महिला के साथ एक अस्पताल का बिस्तर,train
2385997,46,15,391.0,187,A large mountain in the background,पृष्ठभूमि में एक बड़ा पहाड़,train
2385998,0,5,497.0,362,people attending an event,किसी घटना में शामिल लोग,train
2385999,0,205,225.0,126,back of upholstered chair,असबाबवाला कुर्सी के पीछे,train
2386001,155,146,40.0,74,blue and white hand towel,नीला और सफेद तौलिया,train
2386004,28,82,409.0,204,Boat on the water.,पानी पर नाव।,train
2386006,168,108,207.0,127,the kids are about to fly kites,बच्चे पतंग उड़ाने वाले हैं,train
2386007,135,89,84.0,115,Window in an airplane,एक हवाई जहाज में खिड़की,train
2386008,12,72,61.0,76,brown hair on a teddy bear,एक टेडी बियर पर भूरे बाल,train
2386010,3,1,399.0,360,Dog in the car.,कार में कुत्ता।,train
2386013,239,72,172.0,260,MAN WEARING A WEDDING BAND ON HIS FINGER,मनुष्य अपने पंख पर एक शादी बैंड पहन रहा है,train
2386016,77,87,238.0,204,a road sign.,एक सड़क पर हस्ताक्षर।,train
2386018,0,1,495.0,376,bagel is half eaten,bagel आधा खाया जाता है,train
2386019,31,327,316.0,168,A Green Jeep,एक हरा जीप,train
2386024,158,131,26.0,37,a teddy bear figure,एक टेडी बियर का आंकड़ा,train
2386025,201,56,248.0,295,A young girl is playing with a tennis racket,एक जवान लड़की टेनिस रैकेट के साथ खेल रही है,train
2386027,193,96,57.0,40,black object at edge of court,अदालत के किनारे काली वस्तु,train
2386029,80,115,32.0,23,lampshade near the bed.,पलंग के पास लैंपशेड।,train
2386030,166,325,27.0,28,part of a floor,फर्श का हिस्सा,train
2386031,177,1,262.0,354,white dog on sidewalk,सफेद कुत्ता सिद्ध होना,train
2386034,315,71,16.0,25,the girl is wearing a necklace,लड़की ने हार पहना हुआ है,train
2386036,0,55,499.0,311,Three uncooked pizzas on the table,मेज पर तीन अनकहे पिज्जा,train
2386037,159,55,87.0,70,orange Frisbee,नारंगी फ्रिसबी,train
2386039,183,137,69.0,113,a man wearing black pants on a skateboard,एक आदमी एक स्केटबोर्ड पर काली पैंट पहने हुए,train
2386041,250,305,56.0,58,a tower crane working,एक टॉवर क्रेन काम कर रहा है,train
2386042,211,233,72.0,49,The pot is made of metal.,पोट धातु का बना होता है |,train
2386043,214,386,85.0,57,small silver toy car,छोटी चांदी की खिलौना कार,train
2386046,45,166,189.0,318,the sheep is posing for the camera,भेड़ कैमरे के लिए प्रस्तुत कर रही है,train
2386055,200,85,172.0,30,Three white freight cars,तीन भाडे की सफेद कारें,train
2386057,148,291,116.0,72,Person sitting in snow,बर्फ में बैठा व्यक्ति,train
2386058,5,12,130.0,122,picture of golden face,सुनहरे चेहरे की तस्वीर,train
2386060,2,19,497.0,330,Two halfs of a egg and vegetable sandwhich,एक अंडे और सब्जी सैंडविच के दो आधे हिस्से,train
2386065,0,75,161.0,100,a big white wave.,एक बड़ा सफेद तरंग,train
2386071,1,333,372.0,159,deep white tub with towel,तौलिया के साथ गहरे सफेद टब,train
2386073,41,162,245.0,167,cat,बिल्ली,train
2386074,9,280,147.0,40,The photo has a watermark.,फोटो में वॉटरमार्क है।,train
2386078,199,2,174.0,369,boy with short blonde hair,छोटे सुनहरे बालों वाला लड़का,train
2386082,317,246,66.0,45,red and white flag,लाल और सफेद झंडा,train
2386083,3,6,369.0,490,lemons in a tree,एक पेड़ में नींबू,train
2386089,190,82,252.0,196,A little brown and white horse.,एक छोटा भूरा और सफेद घोड़ा |,train
2386091,23,85,146.0,132,a vase with flowers,फूलों के साथ एक फूलदान,train
2386094,63,23,418.0,308,a big elephant,एक बड़ा हाथी,train
2386098,0,0,498.0,167,ocean water at the beach,समुद्र तट पर समुद्र का पानी,train
2386104,328,108,65.0,75,the man is holding his hand in front of the meter so they can read it,आदमी मीटर के सामने अपना हाथ रख रहा है ताकि वे इसे पढ़ सकें,train
2386108,176,72,87.0,17,crystal clear blue skies,क्रिस्टल स्पष्ट नीले आसमान,train
2386109,358,124,107.0,161,mason jar filled with brown liquid,मासन जार ने भूरे द्रव से भरा,train
2386112,391,228,30.0,29,green grass and brown dirt,हरी घास और भूरे रंग की गंदगी,train
2386113,8,21,484.0,302,The table cloth is white,तालिका कपड़ा सफेद है,train
2386114,43,2,428.0,331,the motorcycle is parked,मोटरसाइकिल पार्क किया जाता है,train
2386116,167,65,144.0,112,a dog inside a suitcase,एक सूटकेस के अंदर कुत्ता,train
2386124,362,129,12.0,22,AMERICAN FLAG FLYING IN THE BACKGROUND,बपृष्ठभूमि में उड़ने वाला अमेरिकी ध्वज,train
2386125,216,31,140.0,193,Woman has long hair.,महिला के लंबे बाल हैं।,train
2386130,49,214,160.0,117,an oval wooden table in a dining room,एक भोजन कक्ष में एक अंडाकार लकड़ी की मेज,train
2386134,150,1,101.0,81,woman is wearing dark helmet,महिला ने काले हेलमेट पहने हुए हैं,train
2386135,246,215,17.0,31,Red paint on the train,ट्रेन पर लाल पेंट,train
2386136,4,207,487.0,121,asphalt road,डामर सड़क,train
2386139,35,86,401.0,285,People on the dock.,धरने पर बैठे लोग।,train
2386145,18,173,93.0,156,people standing beside train,ट्रेन के पास खड़े लोग,train
2386146,425,212,70.0,115,tail feathers of a falcon,बाज़ के पूंछ पंख,train
2386147,22,177,126.0,62,white umbrellas above chairs,कुर्सियों के ऊपर सफेद छतरियां,train
2386148,305,108,70.0,25,Easy jet plane in flight,उड़ान में आसान जेट विमान,train
2386156,2,173,242.0,95,Silver compact car,सिल्वर कॉम्पैक्ट कार,train
2386160,0,133,94.0,189,The dog is on a leash.,कुत्ता एक पट्टा पर है।,train
2386162,8,17,444.0,357,a bedroom,एक बैडरूम,train
2386163,38,147,68.0,46,small train car carrying passengers,यात्रियों को ले जाने वाली छोटी ट्रेन कार,train
2386164,154,265,183.0,59,three zebras in a field,एक क्षेत्र में तीन ज़ेब्रास,train
2386165,245,187,159.0,178,man's shirt is green,आदमी की कमीज हरी है,train
2386168,52,73,278.0,396,Giraffe in the wild.,जंगल में जिराफ।,train
2386180,128,25,165.0,298,long piece of banana on top of an apple,एक सेब के ऊपर केले का लंबा टुकड़ा,train
2386186,158,85,95.0,232,tennis player wearing a white shirt and black shorts,श्वेत शर्ट और काले शॉर्ट्स पहनने वाले टेनिस खिलाड़ी,train
2386193,1,7,495.0,365,Beef and broccoli,बीफ और ब्रोकोली,train
2386194,25,68,430.0,260,a group of skiers and snowboarders,स्कायरों और स्नोबोर्डरों का एक समूह,train
2386197,160,127,146.0,120,fully-clothed man floating on board in water,पूरी तरह से कपड़े पहने आदमी पानी में तैरता हुआ,train
2386202,0,208,321.0,291,The sidewalk is gray.,फुटपाथ ग्रे है।,train
2386208,96,97,148.0,115,red and white bus,लाल और सफेद बस,train
2386210,0,158,28.0,67,a woman walking on a tennis court,टेनिस कोर्ट पर एक महिला,train
2386214,15,3,466.0,355,train and standing men seen on car mirror,ट्रेन और खड़े लोगों को कार के शीशे पर देखा,train
2386215,118,384,79.0,76,male skier skiing down hill,नर स्कीयर पहाड़ी के नीचे स्कीइंग करता है,train
2386216,91,52,277.0,235,a group of people skiing,लोगों का एक समूह स्कीइंग,train
2386223,221,8,80.0,55,The wall is off white.,दीवार सफेद है।,train
2386237,115,163,18.0,12,a yellow beach umbrella,एक पीला समुद्र तट छाता,train
2386239,138,237,75.0,200,brown luggage on platform,मंच पर भूरे रंग का सामान,train
2386244,255,39,11.0,10,small white nike symbol,छोटे श्वेत नाइक प्रतीक,train
2386250,298,58,93.0,102,Mary Poppins showing on tv,टीवी पर दिखा मैरी पॉपींस,train
2386252,279,201,25.0,39,The woman gives a thumbs up.,महिला एक अंगूठा देती है।,train
2386253,2,2,371.0,493,Double sinks in a bathroom,एक बाथरूम में डबल सिंक,train
2386254,117,130,105.0,63,a curled up brown striped cat,भूरे रंग की धारीदार बिल्ली,train
2386257,98,120,23.0,16,eye of a boy,एक लड़के की आँख,train
2386262,90,295,80.0,56,old wooden toilet seat,पुरानी लकड़ी की सीट,train
2386268,168,45,185.0,79,puffy white clouds in the sky above the plane,प्लेन के ऊपर आसमान में पसरे सफेद बादल,train
2386270,80,232,23.0,24,a gold and black large clock,एक सोने और काले रंग की बड़ी घड़ी,train
2386277,96,65,137.0,155,people standing around a busy train station,एक व्यस्त ट्रेन स्टेशन के आसपास खड़े लोग,train
2386278,284,84,92.0,192,black trash can labeled litter,काला कचरा कूड़े लेबल कर सकते हैं,train
2386280,3,184,146.0,81,red bike leaned on pole,लाल बाइक पोल पर झुक गई,train
2386288,17,159,56.0,76,blue and white statue,नीले और सफेद रंग की मूर्ति,train
2386295,23,42,441.0,330,A bowl of fruit,एक कटोरी फल,train
2386296,159,110,182.0,179,blue plate with vegetables on crackers,पटाखे पर सब्जियों के साथ नीली प्लेट,train
2386301,242,363,172.0,118,Brown cow laying on grass.,घास को देना,train
2386305,166,184,55.0,27,Eyes on the fire hydrant,अग्नि हाइड्रेंट पर आंखें,train
2386309,215,71,127.0,237,black and white head of zebra,ज़ेबरा के काले और सफेद सिर,train
2386310,335,130,110.0,125,Red and white stop sign,लाल और सफेद पड़ाव संकेत,train
2386312,21,89,463.0,139,a red and white sign.,एक लाल और सफेद संकेत।,train
2386318,85,5,25.0,20,Blue flag on top of building,इमारत के शीर्ष पर नीला झंडा,train
2386320,256,87,38.0,31,pink kite being flown in sky,आसमान में उड़ रही गुलाबी पतंग,train
2386323,255,150,80.0,45,Cute little doggy nose,प्यारा सा कुत्ता नाक,train
2386327,25,1,162.0,77,A yellow Nerf Maveric gun,एक पीला नेर्फ मेविक गुन,train
2386328,70,115,285.0,190,A bird standing on a desk.,एक डेस्क पर एक पक्षी खड़ा है।,train
2386329,89,30,235.0,343,A snarling Asian woman,एक झक्की एशियाई महिला,train
2386337,111,178,352.0,82,two horses being ridden on a beach,एक समुद्र तट पर सवार दो घोड़े,train
2386341,37,178,229.0,221,brown and tan cat,भूरा और टान बिल्ली,train
2386348,225,8,90.0,297,a man holding skis,स्की पकड़े हुए एक आदमी,train
2386352,52,387,139.0,91,part of a piece of pizza,पिज्जा के टुकड़े का हिस्सा,train
2386353,4,136,244.0,220,mother giraffe with her two babies,दो बच्चों के साथ माता गिराफ़,train
2386355,183,53,225.0,24,a train on a track,एक ट्रैक पर एक ट्रेन,train
2386356,19,216,466.0,112,a deeply flooded road,एक गहरी बाढ़ वाली सड़क,train
2386358,1,108,495.0,171,a British Airways plane,एक ब्रिटिश एयरवेज विमान,train
2386361,204,97,125.0,143,a surfer,एक सर्फर,train
2386364,35,24,464.0,375,a young boy and an old woman,एक जवान लड़का और एक बूढ़ी औरत,train
2386365,149,38,183.0,195,man riding an elephant,हाथी की सवारी करने वाला आदमी,train
2386370,26,175,371.0,145,A passenger jet,एक यात्री जेट,train
2386378,383,100,52.0,17,A white coffee filter.,सफेद कॉफी फ़िल्टर |,train
2386379,8,0,489.0,67,a cloudy blue sky,एक नीला नीला आकाश,train
2386386,26,33,322.0,182,Cat watching something,बिल्ली कुछ देख रही है,train
2386389,1,1,441.0,296,A white bowl of food,भोजन का एक सफेद कटोरा,train
2386393,23,385,26.0,18,a green leaf on the table,मेज पर एक हरी पत्ती,train
2386394,321,279,87.0,94,towels hanging on a stove handle,तौलिया एक स्टोव हत्था पर लटका,train
2386399,107,113,88.0,87,a ripe red apple,एक पका हुआ लाल सेब,train
2386400,52,62,120.0,81,three people sitting on bench,तीन लोग बैंच पर बैठे हैं,train
2386405,2,1,46.0,93,Frosting on the side of the box,बॉक्स के किनारे पर ठंढ,train
2386409,6,11,492.0,345,a saturated photo of an old train,एक पुरानी ट्रेन का संतृप्त फोटो,train
2386412,6,3,487.0,362,a selection of fresh fruits and vegetables,ताजे फल और सब्जियों का चयन,train
2386414,142,90,55.0,57,slice of pickle on top of sandwich,सैंडविच के ऊपर अचार का टुकड़ा,train
2386422,137,84,205.0,142,Two surfers walking into the ocean,दो सर्फर सागर में चलते हुए,train
2386427,240,118,100.0,148,the train is in motion,रेलगाड़ी गति में है,train
2386429,153,259,19.0,42,Man has brown hair.,मनुष्य के भूरे बाल होते हैं।,train
2386437,4,144,457.0,350,bottom shelve of a stove,एक स्टोव के नीचे शेल्फ,train
2386439,139,20,130.0,157,white metal street sign,सफेद धातु सड़क संकेत,train
2386441,53,277,85.0,47,black cat walking on grass,काली बिल्ली घास पर चलती है,train
2386444,8,4,345.0,326,man laying with back on bed,बिस्तर पर वापस लेना,train
2386447,4,52,262.0,282,a guy sitting on a bench,एक बेंच पर बैठा लड़का,train
2386449,63,74,151.0,182,the head of a dog,कुत्ते का प्रमुख,train
2386451,8,120,487.0,197,black truck towing a boat,काला ट्रक एक नाव को रौंदता हुआ,train
2386452,184,223,65.0,149,black and white hose with black shoe,काले जूते के साथ काले और सफेद नली,train
2386453,1,34,372.0,462,the train is at a station,ट्रेन एक स्टेशन पर है,train
2386459,409,228,47.0,59,a silver wrist watch,एक चांदी की कलाई घड़ी,train
2386460,187,225,56.0,53,Pair of red plastic scissors,लाल प्लास्टिक कैंची की जोड़ी,train
2386464,294,35,26.0,67,traffic signal with green light illuminated,हरी बत्ती के साथ ट्रैफिक सिग्नल,train
2386469,289,104,75.0,57,Melted cheese on pizza.,पिज्जा पर पिघला हुआ पनीर।,train
2386473,227,136,194.0,162,Black and white zebra is standing,ब्लैक एंड व्हाइट ज़ेबरा खड़ा है,train
2386476,177,166,70.0,90,Yellow flower in vase.,फूलदान में पीला फूल।,train
2386481,113,38,305.0,251,boy on a skateboard,एक स्केटबोर्ड पर लड़का,train
2386488,136,176,36.0,74,person standing on skis,स्की पर खड़ा व्यक्ति,train
2386489,56,18,177.0,123,person doing a snowboard jump,स्नोबोर्ड जंप कर रहा व्यक्ति,train
2386492,120,168,153.0,131,colorful kite in the air,हवा में रंगीन पतंग,train
2386494,212,472,6.0,10,part of a fence,बाड़ का हिस्सा,train
2386495,274,178,75.0,98,tan colored coffee table,तन रंग कॉफी टेबल,train
2386497,1,161,297.0,225,The floor is gray.,फर्श ग्रे है।,train
2386505,341,79,7.0,7,Red do not walk light,लाल प्रकाश नहीं चलता,train
2386510,177,68,114.0,196,Girl has long hair.,लड़की के लंबे बाल हैं।,train
2386513,319,330,20.0,26,part of an ocean,एक महासागर का हिस्सा,train
2386520,187,169,19.0,60,a black airplane propeller.,एक काला हवाई अड्डा प्रोपेलर |,train
2386524,114,176,190.0,158,two sand colored signs on pole,दो रेत के रंग के निशान ध्रुव पर,train
2386526,276,23,220.0,260,Movie DVD on table.,टेबल पर मूवी की डीवीडी।,train
2386530,275,60,93.0,101,bald man wearing glasses,गंजा आदमी चश्मा पहने हुए,train
2386533,5,8,385.0,485,adult and children with food ingredients,वयस्क और भोजन सामग्री वाले बच्चे,train
2386539,314,0,157.0,183,A metal fork used for eating,खाने के लिए प्रयुक्त एक धातु का कांटा,train
2386552,24,157,77.0,175,man standing on the left,आदमी बाईं तरफ खड़ा है,train
2386554,340,280,65.0,72,Small green lime half,छोटा हरा चूना आधा,train
2386559,0,95,353.0,114,animals in the field,क्षेत्र में पशु,train
2386560,7,6,270.0,489,An slanted image,एक slanted छवि,train
2386561,146,104,352.0,267,A black and white cow,एक काली और सफेद गाय,train
2386562,0,12,246.0,345,The horse is brown and black.,घोड़ा भूरा और काला है |,train
2386568,31,88,419.0,165,group of turkeys,टर्की का समूह,train
2386571,225,451,111.0,48,Brown toilet lid on toilet.,टॉयलेट पर ब्राउन टॉयलेट का ढक्कन।,train
2386575,19,132,223.0,339,blonde female tennis player,गोरी महिला टेनिस खिलाड़ी,train
2386583,56,191,91.0,31,designation of type of public servant,सार्वजनिक सेवक के प्रकार,train
2386586,2,16,286.0,313,Child playing video games,वीडियो गेम खेलता बच्चा,train
2386592,123,108,21.0,25,Person has brown hair.,व्यक्ति के भूरे बाल हैं।,train
2386603,193,133,119.0,60,man is wearing glasses,आदमी चश्मा लगा रहा है,train
2386605,262,5,175.0,311,young female skateboarder,युवा महिला स्केटबोर्डर,train
2386612,234,145,218.0,177,the van at the beach,समुद्र तट पर वैन,train
2386618,235,225,229.0,43,book on top of book,पुस्तक के शीर्ष पर पुस्तक,train
2386619,403,215,36.0,74,bottled beverage on desk,डेस्क पर बोतलबंद पेय,train
2386620,45,75,397.0,279,dogs playing in grass,घास में खेल रहे कुत्ते,train
2386622,203,433,31.0,28,square design on red neck tie,लाल गर्दन टाई पर चौकोर डिजाइन,train
2386626,46,203,289.0,250,slice of white cake,सफेद केक का टुकड़ा,train
2386627,217,99,122.0,131,a teddy bear on bike,बाइक पर एक टेडी बियर,train
2386633,5,175,367.0,225,The elephants are in water.,हाथी पानी में हैं।,train
2386637,13,21,475.0,349,a whole bunch of stuff in the air,हवा में सामान का एक पूरा गुच्छा,train
2386640,327,251,52.0,58,A small green leaf,एक छोटा हरा पत्ता,train
2386644,111,101,323.0,111,A silver colored airplane.,चाँदी के रंग का हवाई जहाज।,train
2386648,53,174,74.0,112,A drinking glass,एक पीने का गिलास,train
2386651,8,150,153.0,102,open laptop on coffee table,कॉफी टेबल पर खुला लैपटॉप,train
2386661,20,73,326.0,300,Young girl eating banana,एक लड्क़ि केला खा रहि है,train
2386671,23,10,445.0,251,view of empty street,खाली सड़क का दृश्य,train
2386676,254,128,89.0,92,clock on front of building,इमारत के सामने घड़ी,train
2386678,165,14,158.0,235,a woman carrying a woman,एक महिला को ले जाने वाली महिला,train
2386681,231,10,159.0,109,The umbrella the lady is holding above her head.,महिला अपने सिर के ऊपर छाता लिए हुए है।,train
2386694,10,212,175.0,124,a goat eating grass,एक बकरी घास खा रही है,train
2386696,109,71,77.0,191,skiier in a red jacket,लाल जैकेट में स्कायर,train
2386700,325,174,131.0,145,The plate is yellow,प्लेट पीले रंग की है,train
2386703,66,33,361.0,242,Bus stopped at bus station.,बस स्टेशन पर बस रुकी।,train
2386705,238,108,47.0,63,clock with white face,सफेद चेहरे के साथ घड़ी,train
2386706,54,202,57.0,22,The blue street sign.,नीले रंग की सड़क का चिन्ह।,train
2386707,257,72,240.0,177,a tall building on the street,सड़क पर एक लंबा इमारत,train
2386713,157,25,92.0,185,cowboy riding a horse,एक घोड़े की सवारी चरवाहे,train
2386715,303,273,10.0,37,edge of a rock,चट्टान का किनारा,train
2386718,8,14,483.0,348,a party at a table,एक पार्टी जो मेज पर है,train
2386722,115,105,111.0,128,A man holding a wine glass.,शराब का गिलास पकड़े एक आदमी।,train
2386723,20,76,417.0,217,old green city bus,पुरानी हरी बस,train
2386726,203,55,110.0,262,A woman squatting while on a cell phone,एक महिला सेल फोन पर बैठे हुए,train
2386729,245,149,39.0,48,White table lamp,सफेद टेबल लैंप,train
2386730,156,158,103.0,60,a suitcase on a bed,एक बिस्तर पर एक सूटकेस,train
2386731,64,165,172.0,146,wide flat screen tv,विस्तृत समतल स्क्रीन टेलीविजन,train
2386733,49,5,430.0,287,a zebra in a field,एक क्षेत्र में एक ज़ेबरा,train
2386735,72,39,192.0,236,double decker bus on road,सड़क पर दोहरा डेकर बस,train
2386741,165,19,62.0,350,A metal pole,एक धातु का खंभा,train
2386749,2,29,492.0,266,Fresh produce,ताज़ा उत्पादन,train
2386752,314,84,35.0,26,edge of a hat,एक टोपी के किनारे,train
2386762,331,178,41.0,21,orange light on side of green truck,हरे रंग की ट्रक के किनारे पर नारंगी प्रकाश,train
2386770,111,133,120.0,166,old man wearing nike hat,बूढ़ा आदमी टोपी पहने हुए,train
2386779,304,79,98.0,87,brown and white bird,भूरे और सफेद पक्षी,train
2386780,78,152,332.0,219,Black bicycle,काली साइकिल,train
2386802,78,146,331.0,117,this is a kite,यह एक पतंग है,train
2386805,110,243,216.0,127,person and a bench,व्यक्ति और एक बेंच,train
2386808,311,307,88.0,165,Man bending over car trunk,कार की डिक्की पर झुका हुआ आदमी,train
2386810,232,109,67.0,75,plant sitting on glass table,कांच की मेज पर पौधा,train
